日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-16 10:34:55,彦坂未望,,ストレート,内角高め,1B1S,左,ファール, , ,なし
2025-08-16 10:35:12,彦坂未望,,ストレート,外角高め,1B2S ,左,6ヒット, , ,ショート
2025-08-16 10:35:21,彦坂未望,,ストレート,外角高め,0,左,ボール, , ,なし
2025-08-16 10:35:36,彦坂未望,,ストレート,外角真ん中,1B ,左,ボール, , ,なし
2025-08-16 10:35:44,彦坂未望,,ストレート,内角真ん中,2B ,左,ファール, , ,なし
2025-08-16 10:35:55,彦坂未望,,スライダー,外角低め,2B1S ,左,ファール, , ,なし
2025-08-16 10:36:10,彦坂未望,,ストレート,外角真ん中,2B2S ,左,72B , , ,レフト
2025-08-16 10:36:29,彦坂未望,,スライダー,真ん中,0,右,9フライ, , ,ライト
2025-08-16 21:07:08,彦坂未望,,ストレート,内角真ん中,0,左,6ゴロ, , ,ショート
2025-08-16 21:07:16,彦坂未望,,スライダー,外角低め,0,右,4ゴロ, , ,なし
2025-08-16 21:07:29,彦坂未望,,スライダー,真ん中,0,右,ストライク, , ,なし
2025-08-16 21:07:34,彦坂未望,,スライダー,外角低め,1S ,右,ストライク, , ,なし
2025-08-16 21:07:44,彦坂未望,,チェンジアップ,真ん中低め,2S ,右,空三振, , ,なし
2025-08-16 21:07:54,彦坂未望,,スライダー,外角真ん中,0,右,ファール, , ,なし
2025-08-16 21:08:02,彦坂未望,,カーブ,真ん中低め,1S ,右,ストライク, , ,なし
2025-08-16 21:08:21,彦坂未望,,ストレート,真ん中高め,2S ,右,ボール, , ,なし
2025-08-16 21:08:35,彦坂未望,,カーブ,真ん中,2B1S ,右,ファール, , ,なし
2025-08-16 21:08:45,彦坂未望,,ストレート,外角低め,1B2S ,右,ボール, , ,なし
2025-08-16 21:09:02,彦坂未望,,ストレート,真ん中高め,2B2S ,右,93B , , ,右中間
2025-08-16 21:09:14,彦坂未望,,ストレート,外角高め,0,左,ボール, , ,なし
2025-08-16 21:09:22,彦坂未望,,スライダー,真ん中,1B ,左,ストライク, , ,なし
2025-08-16 21:09:32,彦坂未望,,チェンジアップ,外角低め,1B1S,左,ボール, , ,なし
2025-08-16 21:09:45,彦坂未望,,ストレート,外角真ん中,2B1S ,左,ファール, , ,なし
2025-08-16 21:09:56,彦坂未望,,ストレート,外角真ん中,2B2S ,左,空三振, , ,なし
2025-08-16 21:10:03,彦坂未望,,カーブ,外角真ん中,0,左,ストライク, , ,なし
2025-08-16 21:10:12,彦坂未望,,ストレート,真ん中,1S ,左,8フライ, , ,センター
2025-08-16 21:10:21,彦坂未望,,ストレート,外角高め,0,右,ボール, , ,なし
